,title,location,predict_category
619,Customer Success Manager (Fintech),,management
620,Lead Integration Engineer (ERP),US,development
621,Compliance Operations Specialist (FinTech),Colombia,management
622,"Segment Director, Mobile Core Infrastructure",US,management
623,Senior Product Designer (Fintech),US,design
624,Publisher Success Executive (Internship),France,management
625,C++ Developer,Russia,development
626,Autonomous Vehicle Fleet Operations Associate Director (Remote),US,management
627,Programmatic Services Manager (Adtech),US,management
628,Strategic Hunter Account Executive (Telco),US,management
629,Account Executive (Cybersecurity),US,management
630,Technical Support Engineer,US,development
631,Program Manager (FedRAMP),,management
632,Software Development Manager (AI),US,management
633,Senior Applied Scientist (AI),US,analytics
634,Applied Scientist (AI),US,analytics
635,Technical Lead (Healthcare),US,development
636,Senior Java Developer (Data Platform),Russia,development
637,Devops Engineer,US,devops
638,Data Analyst,US,analytics
639,Senior Product Manager (Medtech),US,management
640,Regional Account Executive (Ai),US,management
641,Applied AI/ML Engineer,US,development
642,Regional Account Executive (Cybersecurity),US,management
643,Senior Software Engineer (Cybersecurity),Israel,development
644,Engineering Team Lead (AI),Israel,development
645,Middle Frontend Developer,Russia,development
646,Workplace Safety Manager (Fintech),Portugal,management
647,Technical Account Manager (Cybersecurity),Israel,management
648,Salesforce Developer,Spain,development
649,Salesforce Technical Consultant (ERP),Spain,development
650,Technical Product Owner (Data Platforms),Spain,management
651,Engineering Team Lead (Cybersecurity),Israel,development
652,QA Automation Engineer,Spain,qa
653,Field Marketing & Events Manager (Cybersecurity),US,marketing
654,Sales Development Representative (AI),US,management
655,Senior Sales Engineer (Cybersecurity),US,management
656,Technical Documentation Writer (Aerospace),,management
657,Специалист по информационной безопасности (Пентестер),Russia,analytics
658,Senior Sales Development Representative (AI),UK,management
659,Senior Technical Account Manager (Cybersecurity),US,management
660,IT Project Manager,Spain,management
661,Senior Salesforce Technical Consultant (Healthcare),Spain,development
662,Product Owner,Spain,management
663,Пентестер веб-приложений,Russia,analytics
664,Talent Acquisition Intern (HR),Spain,management
665,Монтажер Reels,Russia,design
666,Senior Salesforce Developer (Logistics),Spain,development
667,Senior Treasury Analyst (Fintech),,analytics
668,Тестировщик (Linux),Russia,qa
669,Infrastructure Engineer (Fintech),UK,development
670,Payments Analyst (Fintech),,analytics
671,Accountant,Mauritius,management
672,Salesforce Consultant (Salesforce),Spain,development
673,Python-разработчик (AI),Kazakhstan,development
674,Quantitative Researcher (Fintech),UK,analytics
675,Director Of Capital Raising & Investor Relations (Fintech),US,management
676,Customer Support Executive (Spanish),Uruguay,management
677,DevOps Engineer (AWS),Sweden,devops
678,Mobile Kotlin Multiplatform Engineer,Cyprus,development
679,Java-разработчик (Fintech),Russia,development
680,Customer Implementation Manager,,management
681,Middle DevOps Engineer (Crypto),,development
682,Senior QA Engineer (Java),,qa
683,Middle Go Developer (Hosting),Ukraine,development
684,Главный инженер (Производство),Russia,management
685,Senior Brand & Content Designer (AI),US,design
686,Product Engineer (CAD/CAE Integration & Automation),Switzerland,development
687,Solutions Engineer (AI),Germany,development
688,Solutions Engineer,Switzerland,development
689,Product Manager (AI),Switzerland,management
690,Accountant (Fintech),Poland,management
691,Partner Marketing Manager (Cybersecurity),Norway,marketing
692,Technical Account Manager (AI),Switzerland,management
693,Revenue Enablement Training Specialist,US,management
694,Head Of Delivery (AI),US,management
695,Senior Product Engineer (Frontend),Switzerland,development
696,"Senior Product Manager, Platform",US,management
697,Account Manager (Fintech),Portugal,management
698,Product Engineer (AI for CAD/CAE Automation),Switzerland,development
699,Account Manager (Fitness),Ireland,management
700,Project Manager,US,management
701,Field Account Executive (France),France,management
702,AI Solutions Director,Canada,management
703,AI Solutions Director (AI),US,management
704,Vp Of Engineering (Ai),Switzerland,management
705,Fullstack Product Engineer (AI),Switzerland,development
706,Field Account Executive (Wellness),US,management
707,DevOps Technical Lead (AWS),UK,devops
708,Senior Business Analyst (Pricing),US,analytics
709,Technical Account Manager (AI),Japan,management
710,Technical Director (AI),Ireland,management
711,Cloud Solutions Architect,US,development
712,Field Account Executive (Wellness),UK,management
713,Tech Lead Vertical Solutions (AI),Switzerland,development
714,Field Account Executive (Fitness),US,management
715,Knowledge Graph Engineer (AI),UK,management
716,Field Account Executive (Fitness),US,management
717,Middle Golang Developer (Air),,development
718,Field Account Manager (Wellness),US,management
719,Staff Software Engineer (SaaS),,development
720,Field Account Executive (Sales),US,management
721,Field Marketing Lead (AI),US,management
722,Senior Business Analyst,,analytics
723,Senior Test Automation Engineer (Mobile),US,qa
724,Corporate Sales Development Representative,US,management
725,Senior Software Development Engineer (Video Processing),US,management
726,Field Account Executive (SaaS),Netherlands,management
727,Ai Solutions & Pre-Sales Director (AI),UK,management
728,Software Engineer Iii (Saas),,development
729,Senior Software Development Engineer (C++),US,development
730,"Senior Software Development Engineer, C++ (Video Software)",US,development
731,Forward Deployed Engineer (AI),US,development
732,Junior Python Developer,Russia,development
733,"Senior Software Development Engineer, C++ (Video)",US,development
734,Technical Support Specialist I,,development
735,AI Solutions & Pre-Sales Director (AI Engineering),Ireland,development
736,Technical Lead - Devops,Ireland,devops
737,Junior Sales (Fitness),Germany,management
738,Senior Ux Engineer (SaaS),Poland,design
739,Директор производства (Текстиль),Russia,management
740,Lead Product Marketing Manager (SaaS),US,management
741,Product Designer (HR-Tech),,design
742,Technical Lead - DevOps (AWS),Italy,devops
743,Talent Community Member,,management
744,Junior Sales (Sales),Germany,management
745,Middle Python-разработчик,Russia,management
746,Forward Deployed Engineer (AI),UK,development
747,Sr Marketing Technology And Operations Manager,,management
748,Technical Account Manager (Marketing),US,management
749,Senior Product Designer,US,design
750,Senior System Analyst,Russia,qa
751,Senior DevOps Engineer,UK,devops
752,Lifecycle Marketing Lead (SaaS),,marketing
753,Tech Lead (AI),US,development
754,Product Owner Associate (TechOps),Ukraine,management
755,Customer Implementation Manager,,management
756,Senior DevOps Engineer (AWS),Poland,devops
757,Technical Lead (SSL),Ukraine,development
758,Field Account Executive (Sales),US,marketing
759,Fullstack Engineer (Node.js),Ukraine,development
760,Accountant,,other
761,Security Analyst (Cyber Defense),,security
762,Middle Python Developer (Cloud Services),Ukraine,development
763,"Sr. Technical Program Manager, AI Special Projects (AI Engineering)",US,management
764,Field Account Executive (Sales),UK,marketing
765,Python Developer (Django),Ukraine,development
766,Finance Analyst (BI),Ukraine,analytics
767,Senior Mobile Application Engineer (.NET MAUI),Canada,development
768,Datacenter Operations Engineer (Infrastructure),Ukraine,devops
769,Field Account Executive (Fintech),US,marketing
770,"Group Product Manager, Growth & Crm (Product Management)",US,management
771,"Manager, Regional Field Sales (SaaS)",US,management
772,Business Development Representative (Sales),Sweden,marketing
773,Business Development Representative,Germany,marketing
774,Field Account Executive (Fintech),Portugal,marketing
775,Field Account Executive (Sales),US,marketing
776,Cro Developer (Marketing),,marketing
777,Scientific Specialist (Agriculture),Denmark,other
778,Business Intelligence Analyst (Data Analytics),US,analytics
779,Mid-Market Account Manager (SaaS),US,management
780,Student Assistant (AI),Denmark,other
781,Office Manager,Australia,other
782,Grant Reporting Manager (MEL),Denmark,other
783,Field Account Manager (Sales),US,management
784,"Team Lead, Sales Development (Sales)",,marketing
785,Technical Account Manager (SaaS),US,management
786,Software Engineer Iii (Ai),US,development
787,Acquisition Marketing Manager,,marketing
788,Senior Product Manager (Social & Community),US,management
789,Account Executive (SaaS),,management
790,Senior iOS Engineer (Swift),,development
791,Fullstack Engineer (Node.js),UK,development
792,"Senior Manager, Customer Success And Implementation (SaaS)",,management
793,Sr Software Engineer (Mobile Development),,development
794,Руководитель отдела продаж,Russia,management
795,Field Account Executive (Fintech),US,marketing
796,Field Account Executive (Sales),US,marketing
797,Crm Lead (Medtech),UK,marketing
798,Locum Pharmacy Dispenser,UK,other
799,Sales Development Representative (Fintech),US,marketing
800,Customer Journey Improvement Specialist (Healthtech),UK,analytics
801,"Vice President, Retail Media",US,marketing
802,"Vice President, Retail Media (Marketing)",US,marketing
803,Locum Dispensing Pharmacist (Medical),UK,other
804,"Vice President, Retail Media",US,marketing
805,Pharmacy Dispenser,UK,other
806,Staff Software Engineer,,development
807,"Associate Vice President, Retail Media (AdTech)",US,marketing
808,Hybrid Patient Support Coordinator (Medtech),UK,other
809,Операционный менеджер,UAE,management
810,Women’s Health Consultant,UK,other
811,"Associate Vice President, Retail Media",US,marketing
812,Field Account Executive (Sales),US,marketing
813,Consultant Rheumatologist (Medtech),UK,other
814,"Associate Vice President, Retail Media (AdTech)",US,marketing
815,Business Development Executive (Sales),Indonesia,marketing
816,Associate Field Account Executive (Fintech),Brazil,marketing
817,"Associate Director, Seo (AI)",,marketing
818,Consultant In Obstetrics & Gynaecology (Medical Cannabis),UK,other
819,Field Account Executive (Sales),US,marketing
820,Field Account Executive (Sales),US,marketing
821,Senior Designer & Brand Manager,US,design
822,Consultant Gynaecologist (Medical Cannabis),UK,other
823,"Director, Field Sales (SaaS)",US,management
824,Consultant Gastroenterologist,UK,other
825,Lead Generation Specialist (Marketing),,marketing
826,Consultant Dermatologist (Medical Cannabis),UK,other
827,Senior Software Engineer (Backend),,development
828,Recruiter (G&A),,other
829,Sales Representative,US,marketing
830,Customer Support Specialist,Philippines,other
831,Business Development Manager,,marketing
832,Social Media Performance Manager (Medtech),UK,marketing
833,Implementation And Change Specialist (Healthtech),UK,other
834,Senior Software Engineer (AI),US,development
835,MERN Fullstack Developer,,development
836,Senior Motion Designer,,design
837,Senior Backend Software Engineer (SaaS),,development
838,Senior Recruiter,,other
839,Revenue Enablement Training Specialist,,other
840,Consultant Psychiatrist (Medtech),UK,other
841,Consultant Pain Management (Medtech),UK,other
842,Mid-Career Recruiter (Tech),Japan,other
843,Senior Platform Engineer (Logistics),Denmark,development
844,Customer Support Specialist (Wild Apricot),Philippines,other
845,Consultant Neurologist (Medtech),UK,other
846,"Manager, Regional Field Sales (SaaS)",US,management
847,Lead Lifecycle Strategy & Analytics (SaaS),,analytics
